state_code,State,District,City,Category,Sub-category,Micro-category,Product
9,Haryana,Chandigarh,Chandigarh,Fruits,Seasonal,Dragon Fruit,Kamalam
9,Haryana,Hisar,Hisar,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
9,Haryana,Chandigarh,Chandigarh,Dairy products,Milk products,Ghee,Pure Ghee
9,Haryana,Hisar,Hisar,Dairy products,Milk products,Ghee,Pure Ghee
9,Haryana,Chandigarh,Chandigarh,Fruits,All season,Grapes,Black Grape
9,Haryana,Ambala,Ambala,Fish,Freshwater,Hilsa,Ilish
9,Haryana,Faridabad,Faridabad,Dairy products,Frozen desserts,Ice-cream,Ice-cream
9,Haryana,Gurgaon,Gurugram,Dairy products,Milk products,Lassi,Lassi
9,Haryana,Faridabad,Faridabad,Fruits,Tropical,Litchi,China Litchi
9,Haryana,Hisar,Hisar,Fruits,Tropical,Litchi,Shahi Litchi
9,Haryana,Chandigarh,Chandigarh,Flowers,Pink flowers,Lotus,Indian Lotus
9,Haryana,Faridabad,Faridabad,Flowers,Pink flowers,Lotus,Indian Lotus
9,Haryana,Gurgaon,Gurugram,Flowers,Pink flowers,Lotus,Indian Lotus
9,Haryana,Ambala,Ambala,Fruits,Seasonal,Mango,Langra Mango
9,Haryana,Chandigarh,Chandigarh,Fruits,Seasonal,Mango,Chausa Mango
9,Haryana,Ambala,Ambala,Dairy products,Milk products,Milk,Liquid milk
9,Haryana,Faridabad,Faridabad,Dairy products,Milk products,Milk,Liquid milk
9,Haryana,Gurgaon,Gurugram,Dairy products,Milk products,Milk,Liquid milk
9,Haryana,Hisar,Hisar,Fruits,Citrus Fruits,Mosambi,Mosambi
9,Haryana,Ambala,Ambala,Meat,Red Meat,Mutton,Mutton
9,Haryana,Hisar,Hisar,Vegetables,Roots and Tubers,Onion,Pusa Ratnar Onion
9,Haryana,Faridabad,Faridabad,Fruits,Citrus Fruits,Orange,Mandarin Orange
9,Haryana,Gurgaon,Gurugram,Fruits,Citrus Fruits,Orange,Navel Orange
9,Haryana,Ambala,Ambala,Dairy products,Milk products,Paneer,Paneer
9,Haryana,Chandigarh,Chandigarh,Dairy products,Milk products,Paneer,Paneer
9,Haryana,Faridabad,Faridabad,Dairy products,Milk products,Paneer,Paneer
9,Haryana,Gurgaon,Gurugram,Dairy products,Milk products,Paneer,Paneer
9,Haryana,Hisar,Hisar,Dairy products,Milk products,Paneer,Paneer
9,Haryana,Faridabad,Faridabad,Vegetables,Roots and Tubers,Potato,Kufri Pakhraj Potato
9,Haryana,Gurgaon,Gurugram,Vegetables,Roots and Tubers,Potato,Kufri Sinduri Potato
9,Haryana,Hisar,Hisar,Vegetables,Roots and Tubers,Potato,Kufri Sinduri Potato
9,Haryana,Chandigarh,Chandigarh,Grocery,Household items,Rice,Sugandha Rice
9,Haryana,Faridabad,Faridabad,Grocery,Household items,Rice,Basmati Rice
9,Haryana,Gurgaon,Gurugram,Grocery,Household items,Rice,Basmati Rice
9,Haryana,Hisar,Hisar,Flowers,Red flowers,Rose,Red Rose
9,Haryana,Ambala,Ambala,Grocery,Beverages,Tea,Tea
9,Haryana,Chandigarh,Chandigarh,Grocery,Beverages,Tea,Tea
9,Haryana,Faridabad,Faridabad,Grocery,Beverages,Tea,Tea
9,Haryana,Gurgaon,Gurugram,Grocery,Beverages,Tea,Tea
9,Haryana,Chandigarh,Chandigarh,Vegetables,Fruit-vegetables,Tomato,Pusa Ruby Tomato
9,Haryana,Ambala,Ambala,Flowers,Pink flowers,Water Lily,Pink water Lily
9,Haryana,Ambala,Ambala,Grocery,Household items,Wheat,Wheat
9,Haryana,Chandigarh,Chandigarh,Grocery,Household items,Wheat,Wheat
9,Haryana,Faridabad,Faridabad,Grocery,Household items,Wheat,Wheat
9,Haryana,Gurgaon,Gurugram,Grocery,Household items,Wheat,Wheat
9,Haryana,Hisar,Hisar,Grocery,Household items,Wheat,Wheat
10,Punjab,Ludhiana,Ludhiana,Fruits,Seasonal,Berry,Strawberry
10,Punjab,Amritsar,Amritsar,Bakery,Baked products,Bread,Bread
10,Punjab,Jalandhar,Jalandhar,Bakery,Baked products,Bread,Bread
10,Punjab,Ludhiana,Ludhiana,Bakery,Baked products,Bread,Bread
10,Punjab,Jalandhar,Jalandhar,Bakery,Baked products,Brownie,Brownie
10,Punjab,Jalandhar,Jalandhar,Dairy products,Milk products,Butter,Butter
10,Punjab,Bathinda,Bathinda,Bakery,Pastry products,Cakes,Cakes
10,Punjab,Patiala,Patiala,Bakery,Pastry products,Cakes,Cakes
10,Punjab,Patiala,Patiala,Flowers,Pink flowers,Carnation,Carnation
10,Punjab,Bathinda,Bathinda,Fish,Freshwater,Carp,Marigal Carp
10,Punjab,Jalandhar,Jalandhar,Fish,Freshwater,Carp,Silver Carp
10,Punjab,Ludhiana,Ludhiana,Vegetables,Roots and Tubers,Carrot,Red Carrot
10,Punjab,Patiala,Patiala,Vegetables,Roots and Tubers,Carrot,Karud Kesari Carrot
10,Punjab,Jalandhar,Jalandhar,Meat,White Meat,Chicken,Chicken
10,Punjab,Jalandhar,Jalandhar,Grocery,Beverages,Coffee,Coffee
10,Punjab,Patiala,Patiala,Grocery,Beverages,Coffee,Coffee
10,Punjab,Amritsar,Amritsar,Bakery,Baked products,Cookies,Cookies
10,Punjab,Bathinda,Bathinda,Bakery,Baked products,Cookies,Cookies
10,Punjab,Patiala,Patiala,Bakery,Baked products,Cookies,Cookies
10,Punjab,Amritsar,Amritsar,Vegetables,Brassica,Cruciferous vegetables,Cauliflower
10,Punjab,Jalandhar,Jalandhar,Vegetables,Brassica,Cruciferous vegetables,Cauliflower
10,Punjab,Ludhiana,Ludhiana,Bakery,Pastry products,Cup-cakes,Cup-cakes
10,Punjab,Jalandhar,Jalandhar,Dairy products,Milk products,Curd,Dahi
10,Punjab,Patiala,Patiala,Dairy products,Milk products,Curd,Dahi
10,Punjab,Amritsar,Amritsar,Grocery,Household items,Dal,Masoor Dal
10,Punjab,Bathinda,Bathinda,Grocery,Household items,Dal,Chana Dal
10,Punjab,Ludhiana,Ludhiana,Grocery,Household items,Dal,Arhar Dal
10,Punjab,Patiala,Patiala,Grocery,Household items,Dal,Moong Dal
10,Punjab,Patiala,Patiala,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
10,Punjab,Jalandhar,Jalandhar,Vegetables,All season,Garlic,Garlic
10,Punjab,Amritsar,Amritsar,Dairy products,Milk products,Ghee,Pure Ghee
10,Punjab,Bathinda,Bathinda,Fruits,All season,Grapes,Sonaka Grape
10,Punjab,Patiala,Patiala,Fruits,All season,Grapes,Black Grape
10,Punjab,Amritsar,Amritsar,Fruits,All season,Guava,Allahabad Safeda Guava
10,Punjab,Jalandhar,Jalandhar,Fruits,All season,Guava,Sardar Guava
10,Punjab,Bathinda,Bathinda,Dairy products,Frozen desserts,Ice-cream,Ice-cream
10,Punjab,Bathinda,Bathinda,Flowers,White flowers,Jasmine,Mogra
10,Punjab,Amritsar,Amritsar,Fruits,Citrus Fruits,Kinnow,Kinnow Mandarin
10,Punjab,Patiala,Patiala,Fruits,Citrus Fruits,Kinnow,Kinnow Mandarin
10,Punjab,Bathinda,Bathinda,Dairy products,Milk products,Lassi,Lassi
10,Punjab,Ludhiana,Ludhiana,Dairy products,Milk products,Lassi,Lassi
10,Punjab,Amritsar,Amritsar,Flowers,White flowers,Lily,Madonna Lily
10,Punjab,Jalandhar,Jalandhar,Flowers,White flowers,Lily,Madonna Lily
10,Punjab,Jalandhar,Jalandhar,Fruits,Tropical,Litchi,Shahi Litchi
10,Punjab,Amritsar,Amritsar,Fruits,Seasonal,Mango,Chausa Mango
10,Punjab,Bathinda,Bathinda,Fruits,Seasonal,Mango,Chausa Mango
10,Punjab,Amritsar,Amritsar,Dairy products,Milk products,Milk,Liquid milk
10,Punjab,Jalandhar,Jalandhar,Dairy products,Milk products,Milk,Liquid milk
10,Punjab,Ludhiana,Ludhiana,Dairy products,Milk products,Milk,Liquid milk
10,Punjab,Bathinda,Bathinda,Fruits,Citrus Fruits,Mosambi,Mosambi
10,Punjab,Patiala,Patiala,Vegetables,Pods and Seeds,Okra,Lady finger
10,Punjab,Amritsar,Amritsar,Vegetables,Roots and Tubers,Onion,Pusa Ratnar Onion
10,Punjab,Ludhiana,Ludhiana,Vegetables,Roots and Tubers,Onion,Pusa Red Onion
10,Punjab,Ludhiana,Ludhiana,Fruits,Citrus Fruits,Orange,Navel Orange
10,Punjab,Amritsar,Amritsar,Dairy products,Milk products,Paneer,Paneer
10,Punjab,Bathinda,Bathinda,Dairy products,Milk products,Paneer,Paneer
10,Punjab,Ludhiana,Ludhiana,Dairy products,Milk products,Paneer,Paneer
10,Punjab,Patiala,Patiala,Dairy products,Milk products,Paneer,Paneer
10,Punjab,Jalandhar,Jalandhar,Fruits,Stone Fruits,Peach,Peach
10,Punjab,Ludhiana,Ludhiana,Fruits,Seasonal,Pear,Comice Pear
10,Punjab,Patiala,Patiala,Fruits,Seasonal,Pear,Asian Pear
10,Punjab,Bathinda,Bathinda,Vegetables,Pods and Seeds,Peas,Green Peas
10,Punjab,Ludhiana,Ludhiana,Vegetables,Pods and Seeds,Peas,Green Peas
10,Punjab,Amritsar,Amritsar,Vegetables,Roots and Tubers,Potato,Kufri Jawahar Potato
10,Punjab,Bathinda,Bathinda,Vegetables,Roots and Tubers,Potato,Kufri Sinduri Potato
10,Punjab,Jalandhar,Jalandhar,Vegetables,Roots and Tubers,Potato,Kufri Sinduri Potato
10,Punjab,Ludhiana,Ludhiana,Grocery,Household items,Rice,Basmati Rice
10,Punjab,Ludhiana,Ludhiana,Fish,Freshwater,Rohu,Rohu
10,Punjab,Ludhiana,Ludhiana,Flowers,Yellow flowers,Sunflower,Sunflower
10,Punjab,Amritsar,Amritsar,Grocery,Beverages,Tea,Tea
10,Punjab,Bathinda,Bathinda,Grocery,Beverages,Tea,Tea
10,Punjab,Jalandhar,Jalandhar,Grocery,Beverages,Tea,Tea
10,Punjab,Bathinda,Bathinda,Vegetables,Fruit-vegetables,Tomato,Sona Cherry Tomato
10,Punjab,Patiala,Patiala,Vegetables,Fruit-vegetables,Tomato,Sona Cherry Tomato
10,Punjab,Amritsar,Amritsar,Grocery,Household items,Wheat,Wheat
10,Punjab,Bathinda,Bathinda,Grocery,Household items,Wheat,Wheat
10,Punjab,Jalandhar,Jalandhar,Grocery,Household items,Wheat,Wheat
10,Punjab,Ludhiana,Ludhiana,Grocery,Household items,Wheat,Wheat
10,Punjab,Patiala,Patiala,Grocery,Household items,Wheat,Wheat
11,Sikkim,North District,Lachung,Fruits,All season,Apple,Sunehari Apple
11,Sikkim,East District,Gangtok,Fruits,All season,Banana,Sugandhi Banana
11,Sikkim,North District,Lachung,Fruits,All season,Banana,Cavendish Banana
11,Sikkim,East District,Gangtok,Meat,Red Meat,Beef,Beef
11,Sikkim,North District,Lachung,Meat,Red Meat,Beef,Beef
11,Sikkim,East District,Gangtok,Bakery,Baked products,Bread,Bread
11,Sikkim,North District,Lachung,Bakery,Baked products,Brownie,Brownie
11,Sikkim,East District,Gangtok,Dairy products,Milk products,Butter,Butter
11,Sikkim,East District,Gangtok,Bakery,Pastry products,Cakes,Cakes
11,Sikkim,North District,Lachung,Vegetables,Roots and Tubers,Carrot,Karud Kesari Carrot
11,Sikkim,East District,Gangtok,Fish,Seawater,Catfish,Catfish
11,Sikkim,North District,Lachung,Fish,Freshwater,Catla,Catla
11,Sikkim,East District,Gangtok,Meat,White Meat,Chicken,Chicken
11,Sikkim,North District,Lachung,Grocery,Beverages,Coffee,Coffee
11,Sikkim,East District,Gangtok,Bakery,Baked products,Cookies,Cookies
11,Sikkim,North District,Lachung,Bakery,Baked products,Cookies,Cookies
11,Sikkim,East District,Gangtok,Vegetables,Brassica,Cruciferous vegetables,Broccoli
11,Sikkim,East District,Gangtok,Vegetables,Brassica,Cruciferous vegetables,Cauliflower
11,Sikkim,North District,Lachung,Vegetables,Brassica,Cruciferous vegetables,Broccoli
11,Sikkim,North District,Lachung,Bakery,Pastry products,Cup-cakes,Cup-cakes
11,Sikkim,East District,Gangtok,Dairy products,Milk products,Curd,Dahi
11,Sikkim,East District,Gangtok,Grocery,Household items,Dal,Masoor Dal
11,Sikkim,North District,Lachung,Grocery,Household items,Dal,Chana Dal
11,Sikkim,North District,Lachung,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
11,Sikkim,East District,Gangtok,Fruits,All season,Guava,Lalit Guava
11,Sikkim,East District,Gangtok,Fish,Freshwater,Katley,Katley
11,Sikkim,North District,Lachung,Fish,Freshwater,Katley,Katley
11,Sikkim,North District,Lachung,Dairy products,Milk products,Lassi,Lassi
11,Sikkim,East District,Gangtok,Fruits,Citrus Fruits,Mandarin,Mandarin
11,Sikkim,North District,Lachung,Fruits,Citrus Fruits,Mandarin,Mandarin
11,Sikkim,East District,Gangtok,Dairy products,Milk products,Milk,Liquid milk
11,Sikkim,North District,Lachung,Dairy products,Milk products,Milk,Liquid milk
11,Sikkim,East District,Gangtok,Meat,Red Meat,Mutton,Mutton
11,Sikkim,North District,Lachung,Meat,Red Meat,Mutton,Mutton
11,Sikkim,North District,Lachung,Vegetables,Roots and Tubers,Onion,Pusa Red Onion
11,Sikkim,North District,Lachung,Fruits,Citrus Fruits,Orange,Mandarin Orange
11,Sikkim,East District,Gangtok,Flowers,Purple flowers,Orchid,Dendrobium Orchid
11,Sikkim,North District,Lachung,Flowers,Purple flowers,Orchid,Dendrobium Orchid
11,Sikkim,East District,Gangtok,Flowers,White flowers,Orchid,Cymbidium Orchid
11,Sikkim,East District,Gangtok,Dairy products,Milk products,Paneer,Paneer
11,Sikkim,North District,Lachung,Dairy products,Milk products,Paneer,Paneer
11,Sikkim,East District,Gangtok,Fruits,Tropical,Papaya,Pusa Delicious Papaya
11,Sikkim,East District,Gangtok,Meat,Red Meat,Pork,Pork
11,Sikkim,North District,Lachung,Meat,Red Meat,Pork,Pork
11,Sikkim,East District,Gangtok,Vegetables,Roots and Tubers,Potato,Kufri Jyoti Potato
11,Sikkim,North District,Lachung,Flowers,Pink flowers,Rhododendron,Rhododendron
11,Sikkim,East District,Gangtok,Flowers,Purple flowers,Rhododendron,Rhododendron
11,Sikkim,East District,Gangtok,Grocery,Household items,Rice,Basmati Rice
11,Sikkim,North District,Lachung,Grocery,Household items,Rice,Lal Dhan Rice
11,Sikkim,East District,Gangtok,Grocery,Beverages,Tea,Tea
11,Sikkim,North District,Lachung,Grocery,Beverages,Tea,Tea
11,Sikkim,East District,Gangtok,Vegetables,Fruit-vegetables,Tomato,Pusa Ruby Tomato
11,Sikkim,North District,Lachung,Vegetables,Fruit-vegetables,Tomato,Rosada Tomato
11,Sikkim,East District,Gangtok,Fish,Freshwater,Trout,Snow Trout
11,Sikkim,North District,Lachung,Fish,Freshwater,Trout,Snow Trout
11,Sikkim,East District,Gangtok,Grocery,Household items,Wheat,Wheat
12,Rajasthan,Jaipur,Jaipur,Fruits,Seasonal,Apple,Custard Apple
12,Rajasthan,Jodhpur,Jodhpur,Fruits,Seasonal,Apple,Custard Apple
12,Rajasthan,Jaipur,Jaipur,Fruits,All season,Banana,Cavendish Banana
12,Rajasthan,Jaisalmer,Jaisalmer,Fruits,All season,Banana,Cavendish Banana
12,Rajasthan,Udaipur,Udaipur,Fruits,All season,Banana,Cheeni Champa Banana
12,Rajasthan,Ajmer,Ajmer,Fruits,Seasonal,Berry,Strawberry
12,Rajasthan,Udaipur,Udaipur,Fruits,Seasonal,Berry,Blackberry
12,Rajasthan,Jaipur,Jaipur,Bakery,Baked products,Bread,Bread
12,Rajasthan,Jaisalmer,Jaisalmer,Bakery,Baked products,Bread,Bread
12,Rajasthan,Udaipur,Udaipur,Bakery,Baked products,Bread,Bread
12,Rajasthan,Jaipur,Jaipur,Vegetables,Fruit-vegetables,Brinjal,Pusa Anmol Brinjal
12,Rajasthan,Udaipur,Udaipur,Vegetables,Fruit-vegetables,Brinjal,Pusa Purple Brinjal
12,Rajasthan,Ajmer,Ajmer,Bakery,Baked products,Brownie,Brownie
12,Rajasthan,Jodhpur,Jodhpur,Dairy products,Milk products,Butter,Butter
12,Rajasthan,Kota,Kota,Dairy products,Milk products,Butter,Butter
12,Rajasthan,Jodhpur,Jodhpur,Bakery,Pastry products,Cakes,Cakes
12,Rajasthan,Ajmer,Ajmer,Fish,Freshwater,Catla,Catla
12,Rajasthan,Jaipur,Jaipur,Dairy products,Milk products,Cheese,Cheese
12,Rajasthan,Jaipur,Jaipur,Meat,White Meat,Chicken,Chicken
12,Rajasthan,Jaisalmer,Jaisalmer,Vegetables,Nightshade vegetables,Chillies,Kashmiri Chilli
12,Rajasthan,Kota,Kota,Vegetables,Nightshade vegetables,Chillies,Jwala Chilli
12,Rajasthan,Jodhpur,Jodhpur,Grocery,Beverages,Coffee,Coffee
12,Rajasthan,Kota,Kota,Grocery,Beverages,Coffee,Coffee
12,Rajasthan,Ajmer,Ajmer,Bakery,Baked products,Cookies,Cookies
12,Rajasthan,Jaipur,Jaipur,Bakery,Baked products,Cookies,Cookies
12,Rajasthan,Jodhpur,Jodhpur,Bakery,Baked products,Cookies,Cookies
12,Rajasthan,Kota,Kota,Bakery,Baked products,Cookies,Cookies
12,Rajasthan,Udaipur,Udaipur,Bakery,Baked products,Cookies,Cookies
12,Rajasthan,Jaisalmer,Jaisalmer,Bakery,Pastry products,Cup-cakes,Cup-cakes
12,Rajasthan,Kota,Kota,Bakery,Pastry products,Cup-cakes,Cup-cakes
12,Rajasthan,Udaipur,Udaipur,Dairy products,Milk products,Curd,Dahi
12,Rajasthan,Ajmer,Ajmer,Grocery,Household items,Dal,Moong Dal
12,Rajasthan,Jaipur,Jaipur,Grocery,Household items,Dal,Urad Dal
12,Rajasthan,Jaisalmer,Jaisalmer,Grocery,Household items,Dal,Masoor Dal
12,Rajasthan,Kota,Kota,Grocery,Household items,Dal,Chana Dal
12,Rajasthan,Udaipur,Udaipur,Grocery,Household items,Dal,Chana Dal
12,Rajasthan,Jaisalmer,Jaisalmer,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
12,Rajasthan,Udaipur,Udaipur,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
12,Rajasthan,Jaisalmer,Jaisalmer,Vegetables,All season,Garlic,Garlic
12,Rajasthan,Jodhpur,Jodhpur,Dairy products,Milk products,Ghee,Pure Ghee
12,Rajasthan,Jaipur,Jaipur,Fruits,All season,Grapes,Gulabi Grape
12,Rajasthan,Kota,Kota,Fruits,All season,Grapes,Sonaka Grape
12,Rajasthan,Kota,Kota,Fruits,All season,Guava,Allahabad Safeda Guava
12,Rajasthan,Jaipur,Jaipur,Flowers,Red flowers,Hibiscus,Hibiscus rosa
12,Rajasthan,Udaipur,Udaipur,Flowers,Red flowers,Hibiscus,Hibiscus rosa
12,Rajasthan,Ajmer,Ajmer,Dairy products,Frozen desserts,Ice-cream,Ice-cream
12,Rajasthan,Jodhpur,Jodhpur,Flowers,White flowers,Jasmine,Crepe Jasmine
12,Rajasthan,Udaipur,Udaipur,Fruits,Citrus Fruits,Kinnow,Kinnow Mandarin
12,Rajasthan,Kota,Kota,Dairy products,Milk products,Lassi,Lassi
12,Rajasthan,Jodhpur,Jodhpur,Fruits,Citrus Fruits,Lemon,Italian Lemon
12,Rajasthan,Kota,Kota,Fruits,Citrus Fruits,Lemon,Sweet Lemon
12,Rajasthan,Ajmer,Ajmer,Fruits,Seasonal,Mango,Langra Mango
12,Rajasthan,Jodhpur,Jodhpur,Fruits,Seasonal,Mango,Chausa Mango
12,Rajasthan,Ajmer,Ajmer,Dairy products,Milk products,Milk,Liquid milk
12,Rajasthan,Jaipur,Jaipur,Dairy products,Milk products,Milk,Liquid milk
12,Rajasthan,Jaisalmer,Jaisalmer,Dairy products,Milk products,Milk,Liquid milk
12,Rajasthan,Jodhpur,Jodhpur,Dairy products,Milk products,Milk,Liquid milk
12,Rajasthan,Ajmer,Ajmer,Fruits,Citrus Fruits,Mosambi,Mosambi
12,Rajasthan,Ajmer,Ajmer,Vegetables,Melons and Squash,Musk melon,Musk melon
12,Rajasthan,Jaipur,Jaipur,Vegetables,Melons and Squash,Musk melon,Musk melon
12,Rajasthan,Kota,Kota,Vegetables,Melons and Squash,Musk melon,Musk melon
12,Rajasthan,Kota,Kota,Meat,Red Meat,Mutton,Mutton
12,Rajasthan,Ajmer,Ajmer,Vegetables,Pods and Seeds,Okra,Lady finger
12,Rajasthan,Jaipur,Jaipur,Vegetables,Pods and Seeds,Okra,Lady finger
12,Rajasthan,Ajmer,Ajmer,Vegetables,Roots and Tubers,Onion,Pusa Ratnar Onion
12,Rajasthan,Jodhpur,Jodhpur,Vegetables,Roots and Tubers,Onion,Pusa Ratnar Onion
12,Rajasthan,Udaipur,Udaipur,Vegetables,Roots and Tubers,Onion,Pusa Red Onion
12,Rajasthan,Jaisalmer,Jaisalmer,Fruits,Citrus Fruits,Orange,Mandarin Orange
12,Rajasthan,Ajmer,Ajmer,Dairy products,Milk products,Paneer,Paneer
12,Rajasthan,Jaipur,Jaipur,Dairy products,Milk products,Paneer,Paneer
12,Rajasthan,Jaisalmer,Jaisalmer,Dairy products,Milk products,Paneer,Paneer
12,Rajasthan,Kota,Kota,Dairy products,Milk products,Paneer,Paneer
12,Rajasthan,Udaipur,Udaipur,Dairy products,Milk products,Paneer,Paneer
12,Rajasthan,Udaipur,Udaipur,Vegetables,Pods and Seeds,Peas,Green Peas
12,Rajasthan,Ajmer,Ajmer,Flowers,Pink flowers,Periwinkle,Periwinkle
12,Rajasthan,Jaisalmer,Jaisalmer,Fruits,Tropical,Pomegranate,Pomegranate
12,Rajasthan,Jaisalmer,Jaisalmer,Vegetables,Roots and Tubers,Potato,Kufri Sinduri Potato
12,Rajasthan,Jodhpur,Jodhpur,Vegetables,Roots and Tubers,Potato,Kufri Sinduri Potato
12,Rajasthan,Kota,Kota,Vegetables,Roots and Tubers,Potato,Kufri Chandramukhi Potato
12,Rajasthan,Kota,Kota,Fish,Seawater,Prawns,Prawns
12,Rajasthan,Jaisalmer,Jaisalmer,Grocery,Household items,Rice,Basmati Rice
12,Rajasthan,Jaipur,Jaipur,Flowers,Yellow flowers,Rohira,Rohira
12,Rajasthan,Jaisalmer,Jaisalmer,Flowers,Yellow flowers,Rohira,Rohira
12,Rajasthan,Jaipur,Jaipur,Fish,Freshwater,Rohu,Rohu
12,Rajasthan,Kota,Kota,Flowers,Purple flowers,Sky flower,Sky flower
12,Rajasthan,Ajmer,Ajmer,Grocery,Beverages,Tea,Tea
12,Rajasthan,Jaipur,Jaipur,Grocery,Beverages,Tea,Tea
12,Rajasthan,Jaisalmer,Jaisalmer,Grocery,Beverages,Tea,Tea
12,Rajasthan,Jodhpur,Jodhpur,Grocery,Beverages,Tea,Tea
12,Rajasthan,Udaipur,Udaipur,Grocery,Beverages,Tea,Tea
12,Rajasthan,Jodhpur,Jodhpur,Vegetables,Fruit-vegetables,Tomato,Pusa Ruby Tomato
12,Rajasthan,Ajmer,Ajmer,Grocery,Household items,Wheat,Wheat
12,Rajasthan,Jaipur,Jaipur,Grocery,Household items,Wheat,Wheat
12,Rajasthan,Jodhpur,Jodhpur,Grocery,Household items,Wheat,Wheat
12,Rajasthan,Kota,Kota,Grocery,Household items,Wheat,Wheat
12,Rajasthan,Udaipur,Udaipur,Grocery,Household items,Wheat,Wheat
13,Tripura,North Tripura,Dharmanagar,Fruits,All season,Banana,Sugandhi Banana
13,Tripura,West Tripura,Agartala,Meat,Red Meat,Beef,Beef
13,Tripura,North Tripura,Dharmanagar,Vegetables,Seasonal,Beetroot,Detroit Dark Red Beetroot
13,Tripura,West Tripura,Agartala,Bakery,Baked products,Bread,Bread
13,Tripura,North Tripura,Dharmanagar,Bakery,Baked products,Bread,Bread
13,Tripura,North Tripura,Dharmanagar,Vegetables,Fruit-vegetables,Brinjal,Pusa Purple Brinjal
13,Tripura,West Tripura,Agartala,Bakery,Baked products,Brownie,Brownie
13,Tripura,North Tripura,Dharmanagar,Dairy products,Milk products,Butter,Butter
13,Tripura,North Tripura,Dharmanagar,Bakery,Pastry products,Cakes,Cakes
13,Tripura,West Tripura,Agartala,Fish,Seawater,Catflish,Catfish
13,Tripura,North Tripura,Dharmanagar,Fish,Freshwater,Catla,Catla
13,Tripura,West Tripura,Agartala,Meat,White Meat,Chicken,Chicken
13,Tripura,North Tripura,Dharmanagar,Meat,White Meat,Chicken,Chicken
13,Tripura,West Tripura,Agartala,Grocery,Beverages,Coffee,Coffee
13,Tripura,West Tripura,Agartala,Bakery,Baked products,Cookies,Cookies
13,Tripura,North Tripura,Dharmanagar,Bakery,Baked products,Cookies,Cookies
13,Tripura,West Tripura,Agartala,Bakery,Pastry products,Cup-cakes,Cup-cakes
13,Tripura,West Tripura,Agartala,Dairy products,Milk products,Curd,Dahi
13,Tripura,North Tripura,Dharmanagar,Dairy products,Milk products,Curd,Dahi
13,Tripura,West Tripura,Agartala,Flowers,Pink flowers,Dahlia,Pink Sylvia Dahlia
13,Tripura,North Tripura,Dharmanagar,Flowers,Pink flowers,Dahlia,Pink Sylvia Dahlia
13,Tripura,North Tripura,Dharmanagar,Flowers,Red flowers,Daisy,Gerbera Daisy
13,Tripura,West Tripura,Agartala,Grocery,Household items,Dal,Chana Dal
13,Tripura,North Tripura,Dharmanagar,Grocery,Household items,Dal,Arhar Dal
13,Tripura,West Tripura,Agartala,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
13,Tripura,West Tripura,Agartala,Vegetables,Melons and Squash,Gourd,Ash Gourd
13,Tripura,North Tripura,Dharmanagar,Dairy products,Frozen desserts,Ice-cream,Ice-cream
13,Tripura,North Tripura,Dharmanagar,Fruits,Seasonal,Jackfruit,Honey Gold Jackfruit
13,Tripura,West Tripura,Agartala,Fruits,Tropical,Litchi,Shahi Litchi
13,Tripura,West Tripura,Agartala,Fruits,Seasonal,Mango,Amrapali Mango
13,Tripura,North Tripura,Dharmanagar,Fruits,Seasonal,Mango,Kesar Mango
13,Tripura,North Tripura,Dharmanagar,Flowers,Orange flowers,Marigold,French Marigold
13,Tripura,West Tripura,Agartala,Dairy products,Milk products,Milk,Liquid milk
13,Tripura,North Tripura,Dharmanagar,Dairy products,Milk products,Milk,Liquid milk
13,Tripura,West Tripura,Agartala,Meat,Red Meat,Mutton,Mutton
13,Tripura,North Tripura,Dharmanagar,Meat,Red Meat,Mutton,Mutton
13,Tripura,West Tripura,Agartala,Fish,Freshwater,Olive Barb,Olive Barb
13,Tripura,North Tripura,Dharmanagar,Fish,Freshwater,Olive Barb,Olive Barb
13,Tripura,West Tripura,Agartala,Vegetables,Roots and Tubers,Onion,Pusa Red Onion
13,Tripura,West Tripura,Agartala,Fruits,Citrus Fruits,Orange,Navel Orange
13,Tripura,West Tripura,Agartala,Flowers,Purple flowers,Orchid,Dendrobium Orchid
13,Tripura,West Tripura,Agartala,Dairy products,Milk products,Paneer,Paneer
13,Tripura,West Tripura,Agartala,Vegetables,Pods and Seeds,Peas,Green Peas
13,Tripura,North Tripura,Dharmanagar,Vegetables,Pods and Seeds,Peas,Green Peas
13,Tripura,West Tripura,Agartala,Flowers,Pink flowers,Petunia,Petunia
13,Tripura,West Tripura,Agartala,Fruits,Tropical,Pineapple,Kew Pineapple
13,Tripura,North Tripura,Dharmanagar,Fruits,Tropical,Pineapple,Queen Pineapple
13,Tripura,West Tripura,Agartala,Meat,Red Meat,Pork,Pork
13,Tripura,North Tripura,Dharmanagar,Meat,Red Meat,Pork,Pork
13,Tripura,West Tripura,Agartala,Vegetables,Roots and Tubers,Potato,Kufri Jyoti Potato
13,Tripura,North Tripura,Dharmanagar,Vegetables,Roots and Tubers,Potato,Kufri Sinduri Potato
